# Part W7: the fields decided by a word count after a change of variables, one line per field.
# Columns: discriminant, prime p, p-class rank, coefficient field q of the change of variables, certificate file.
# The certificate records the change of variables and the high terms of the completed basis; see records/p3/flag-certificates/FORMAT.md.
discriminant	p	rank	q	certificate
-853569784	3	3	3	records/p3/flag-certificates/853569784.json
-853651943	3	3	3	records/p3/flag-certificates/853651943.json
-853680479	3	3	3	records/p3/flag-certificates/853680479.json
-853959896	3	3	3	records/p3/flag-certificates/853959896.json
-853994132	3	3	3	records/p3/flag-certificates/853994132.json
-854084404	3	3	3	records/p3/flag-certificates/854084404.json
-854127095	3	3	3	records/p3/flag-certificates/854127095.json
-854299871	3	3	3	records/p3/flag-certificates/854299871.json
-854322115	3	3	3	records/p3/flag-certificates/854322115.json
-854347528	3	3	3	records/p3/flag-certificates/854347528.json
-854428207	3	3	3	records/p3/flag-certificates/854428207.json
-854481739	3	3	3	records/p3/flag-certificates/854481739.json
-854752388	3	3	3	records/p3/flag-certificates/854752388.json
-854887611	3	3	3	records/p3/flag-certificates/854887611.json
-854919124	3	3	3	records/p3/flag-certificates/854919124.json
-854992531	3	3	3	records/p3/flag-certificates/854992531.json
-855077044	3	3	3	records/p3/flag-certificates/855077044.json
-855082551	3	3	3	records/p3/flag-certificates/855082551.json
-855091283	3	3	3	records/p3/flag-certificates/855091283.json
-855096195	3	3	3	records/p3/flag-certificates/855096195.json
-855188483	3	3	3	records/p3/flag-certificates/855188483.json
-855257539	3	3	3	records/p3/flag-certificates/855257539.json
-855379659	3	3	3	records/p3/flag-certificates/855379659.json
-855506920	3	3	3	records/p3/flag-certificates/855506920.json
-855583591	3	3	3	records/p3/flag-certificates/855583591.json
-855670259	3	3	3	records/p3/flag-certificates/855670259.json
-856000664	3	3	3	records/p3/flag-certificates/856000664.json
-856342787	3	3	3	records/p3/flag-certificates/856342787.json
-856438264	3	3	3	records/p3/flag-certificates/856438264.json
-856716063	3	3	3	records/p3/flag-certificates/856716063.json
-856716168	3	3	3	records/p3/flag-certificates/856716168.json
-856830763	3	3	9	records/p3/flag-certificates/856830763.json
-856897287	3	3	3	records/p3/flag-certificates/856897287.json
-856920499	3	3	3	records/p3/flag-certificates/856920499.json
-857014331	3	3	3	records/p3/flag-certificates/857014331.json
-857209451	3	3	27	records/p3/flag-certificates/857209451.json
-857218184	3	3	3	records/p3/flag-certificates/857218184.json
-857302683	3	3	3	records/p3/flag-certificates/857302683.json
-857644655	3	3	3	records/p3/flag-certificates/857644655.json
-857919395	3	3	3	records/p3/flag-certificates/857919395.json
-857936708	3	3	3	records/p3/flag-certificates/857936708.json
-857946527	3	3	3	records/p3/flag-certificates/857946527.json
-857990872	3	3	3	records/p3/flag-certificates/857990872.json
-858005256	3	3	3	records/p3/flag-certificates/858005256.json
-858172996	3	3	3	records/p3/flag-certificates/858172996.json
-858219279	3	3	3	records/p3/flag-certificates/858219279.json
-858339380	3	3	3	records/p3/flag-certificates/858339380.json
-858465912	3	3	9	records/p3/flag-certificates/858465912.json
-858936415	3	3	9	records/p3/flag-certificates/858936415.json
-859076111	3	3	3	records/p3/flag-certificates/859076111.json
-859132903	3	3	3	records/p3/flag-certificates/859132903.json
-859193528	3	3	3	records/p3/flag-certificates/859193528.json
-859229251	3	3	3	records/p3/flag-certificates/859229251.json
-859245243	3	3	3	records/p3/flag-certificates/859245243.json
-859245863	3	3	3	records/p3/flag-certificates/859245863.json
-859933956	3	3	3	records/p3/flag-certificates/859933956.json
-860036287	3	3	3	records/p3/flag-certificates/860036287.json
-860077955	3	3	3	records/p3/flag-certificates/860077955.json
-860110340	3	3	3	records/p3/flag-certificates/860110340.json
-860140376	3	3	3	records/p3/flag-certificates/860140376.json
-860244443	3	3	3	records/p3/flag-certificates/860244443.json
-860246248	3	3	3	records/p3/flag-certificates/860246248.json
-860246804	3	3	3	records/p3/flag-certificates/860246804.json
-860291924	3	3	3	records/p3/flag-certificates/860291924.json
-860312651	3	3	3	records/p3/flag-certificates/860312651.json
-860425519	3	3	3	records/p3/flag-certificates/860425519.json
-860572552	3	3	9	records/p3/flag-certificates/860572552.json
-860603399	3	3	3	records/p3/flag-certificates/860603399.json
-860825719	3	3	3	records/p3/flag-certificates/860825719.json
-860852644	3	3	3	records/p3/flag-certificates/860852644.json
-861000792	3	3	3	records/p3/flag-certificates/861000792.json
-861246728	3	3	81	records/p3/flag-certificates/861246728.json
-861562283	3	3	9	records/p3/flag-certificates/861562283.json
-861602455	3	3	3	records/p3/flag-certificates/861602455.json
-861620287	3	3	3	records/p3/flag-certificates/861620287.json
-861683320	3	3	3	records/p3/flag-certificates/861683320.json
-861864607	3	3	3	records/p3/flag-certificates/861864607.json
-861871639	3	3	3	records/p3/flag-certificates/861871639.json
-861881991	3	3	3	records/p3/flag-certificates/861881991.json
-862037835	3	3	3	records/p3/flag-certificates/862037835.json
-862054007	3	3	3	records/p3/flag-certificates/862054007.json
-862102159	3	3	3	records/p3/flag-certificates/862102159.json
-862145339	3	3	3	records/p3/flag-certificates/862145339.json
-862164635	3	3	3	records/p3/flag-certificates/862164635.json
-862168283	3	3	3	records/p3/flag-certificates/862168283.json
-862307396	3	3	3	records/p3/flag-certificates/862307396.json
-862376595	3	3	3	records/p3/flag-certificates/862376595.json
-862556527	3	3	3	records/p3/flag-certificates/862556527.json
-862999535	3	3	3	records/p3/flag-certificates/862999535.json
-863017540	3	3	3	records/p3/flag-certificates/863017540.json
-863044516	3	3	3	records/p3/flag-certificates/863044516.json
-863227751	3	3	3	records/p3/flag-certificates/863227751.json
-863372840	3	3	3	records/p3/flag-certificates/863372840.json
-863448243	3	3	3	records/p3/flag-certificates/863448243.json
-863464196	3	3	27	records/p3/flag-certificates/863464196.json
-863584987	3	3	3	records/p3/flag-certificates/863584987.json
-863914999	3	3	3	records/p3/flag-certificates/863914999.json
-864163687	3	3	3	records/p3/flag-certificates/864163687.json
-864166031	3	3	3	records/p3/flag-certificates/864166031.json
-864527343	3	3	3	records/p3/flag-certificates/864527343.json
-864581144	3	3	3	records/p3/flag-certificates/864581144.json
-864620591	3	3	27	records/p3/flag-certificates/864620591.json
-864682276	3	3	9	records/p3/flag-certificates/864682276.json
-864853179	3	3	3	records/p3/flag-certificates/864853179.json
-864922647	3	3	3	records/p3/flag-certificates/864922647.json
-864988907	3	3	3	records/p3/flag-certificates/864988907.json
-864991795	3	3	3	records/p3/flag-certificates/864991795.json
-865278152	3	3	3	records/p3/flag-certificates/865278152.json
-865367907	3	3	3	records/p3/flag-certificates/865367907.json
-865411563	3	3	3	records/p3/flag-certificates/865411563.json
-865423711	3	3	3	records/p3/flag-certificates/865423711.json
-865436071	3	3	3	records/p3/flag-certificates/865436071.json
-865527531	3	3	3	records/p3/flag-certificates/865527531.json
-865696195	3	3	3	records/p3/flag-certificates/865696195.json
-865830479	3	3	3	records/p3/flag-certificates/865830479.json
-865849119	3	3	3	records/p3/flag-certificates/865849119.json
-865871059	3	3	3	records/p3/flag-certificates/865871059.json
-865973624	3	3	3	records/p3/flag-certificates/865973624.json
-865983743	3	3	3	records/p3/flag-certificates/865983743.json
-866021347	3	3	3	records/p3/flag-certificates/866021347.json
-866248063	3	3	3	records/p3/flag-certificates/866248063.json
-866358183	3	3	3	records/p3/flag-certificates/866358183.json
-866375491	3	3	3	records/p3/flag-certificates/866375491.json
-866406243	3	3	3	records/p3/flag-certificates/866406243.json
-866459911	3	3	3	records/p3/flag-certificates/866459911.json
-866545240	3	3	3	records/p3/flag-certificates/866545240.json
-866561540	3	3	3	records/p3/flag-certificates/866561540.json
-866626907	3	3	3	records/p3/flag-certificates/866626907.json
-866689896	3	3	3	records/p3/flag-certificates/866689896.json
-866810891	3	3	81	records/p3/flag-certificates/866810891.json
-866979563	3	3	3	records/p3/flag-certificates/866979563.json
-867046271	3	3	3	records/p3/flag-certificates/867046271.json
-867088047	3	3	3	records/p3/flag-certificates/867088047.json
-867138296	3	3	3	records/p3/flag-certificates/867138296.json
-867169835	3	3	3	records/p3/flag-certificates/867169835.json
-867181352	3	3	3	records/p3/flag-certificates/867181352.json
-867209028	3	3	3	records/p3/flag-certificates/867209028.json
-867219812	3	3	3	records/p3/flag-certificates/867219812.json
-867291288	3	3	3	records/p3/flag-certificates/867291288.json
-867356311	3	3	243	records/p3/flag-certificates/867356311.json
-867423828	3	3	3	records/p3/flag-certificates/867423828.json
-867665267	3	3	3	records/p3/flag-certificates/867665267.json
-867714115	3	3	3	records/p3/flag-certificates/867714115.json
-867889135	3	3	3	records/p3/flag-certificates/867889135.json
-867905227	3	3	3	records/p3/flag-certificates/867905227.json
-867913951	3	3	3	records/p3/flag-certificates/867913951.json
-867916759	3	3	3	records/p3/flag-certificates/867916759.json
-868061135	3	3	3	records/p3/flag-certificates/868061135.json
-868081619	3	3	3	records/p3/flag-certificates/868081619.json
-868214168	3	3	3	records/p3/flag-certificates/868214168.json
-868241291	3	3	3	records/p3/flag-certificates/868241291.json
-868272071	3	3	3	records/p3/flag-certificates/868272071.json
-868318683	3	3	3	records/p3/flag-certificates/868318683.json
-868329871	3	3	3	records/p3/flag-certificates/868329871.json
-868346887	3	3	3	records/p3/flag-certificates/868346887.json
-868435160	3	3	3	records/p3/flag-certificates/868435160.json
-868442955	3	3	3	records/p3/flag-certificates/868442955.json
-868480548	3	3	3	records/p3/flag-certificates/868480548.json
-868566299	3	3	3	records/p3/flag-certificates/868566299.json
-868729411	3	3	3	records/p3/flag-certificates/868729411.json
-868873459	3	3	3	records/p3/flag-certificates/868873459.json
-869052099	3	3	81	records/p3/flag-certificates/869052099.json
-869097935	3	3	3	records/p3/flag-certificates/869097935.json
-869103427	3	3	3	records/p3/flag-certificates/869103427.json
-869119051	3	3	3	records/p3/flag-certificates/869119051.json
-869201924	3	3	3	records/p3/flag-certificates/869201924.json
-869445607	3	3	3	records/p3/flag-certificates/869445607.json
-869508023	3	3	3	records/p3/flag-certificates/869508023.json
-869708135	3	3	3	records/p3/flag-certificates/869708135.json
-869842879	3	3	3	records/p3/flag-certificates/869842879.json
-869906263	3	3	3	records/p3/flag-certificates/869906263.json
-869945880	3	3	3	records/p3/flag-certificates/869945880.json
-869985031	3	3	3	records/p3/flag-certificates/869985031.json
-870026199	3	3	3	records/p3/flag-certificates/870026199.json
-870067655	3	3	3	records/p3/flag-certificates/870067655.json
-870138391	3	3	3	records/p3/flag-certificates/870138391.json
-870537624	3	3	243	records/p3/flag-certificates/870537624.json
-870560715	3	3	3	records/p3/flag-certificates/870560715.json
-870565955	3	3	3	records/p3/flag-certificates/870565955.json
-870643119	3	3	3	records/p3/flag-certificates/870643119.json
-870793876	3	3	9	records/p3/flag-certificates/870793876.json
-870827812	3	3	3	records/p3/flag-certificates/870827812.json
-870923512	3	3	3	records/p3/flag-certificates/870923512.json
-870923672	3	3	3	records/p3/flag-certificates/870923672.json
-871074024	3	3	3	records/p3/flag-certificates/871074024.json
-871083751	3	3	3	records/p3/flag-certificates/871083751.json
-871114691	3	3	3	records/p3/flag-certificates/871114691.json
-871247779	3	3	3	records/p3/flag-certificates/871247779.json
-871278467	3	3	3	records/p3/flag-certificates/871278467.json
-871381384	3	3	3	records/p3/flag-certificates/871381384.json
-871559256	3	3	3	records/p3/flag-certificates/871559256.json
-871568328	3	3	3	records/p3/flag-certificates/871568328.json
-871626547	3	3	27	records/p3/flag-certificates/871626547.json
-871732356	3	3	3	records/p3/flag-certificates/871732356.json
-871785355	3	3	3	records/p3/flag-certificates/871785355.json
-871897819	3	3	3	records/p3/flag-certificates/871897819.json
-872262212	3	3	3	records/p3/flag-certificates/872262212.json
-872458295	3	3	3	records/p3/flag-certificates/872458295.json
-872505892	3	3	3	records/p3/flag-certificates/872505892.json
-872513351	3	3	3	records/p3/flag-certificates/872513351.json
-872522171	3	3	3	records/p3/flag-certificates/872522171.json
-872531663	3	3	3	records/p3/flag-certificates/872531663.json
-872535607	3	3	3	records/p3/flag-certificates/872535607.json
-872735032	3	3	3	records/p3/flag-certificates/872735032.json
-872855039	3	3	3	records/p3/flag-certificates/872855039.json
-872955023	3	3	3	records/p3/flag-certificates/872955023.json
-872999563	3	3	3	records/p3/flag-certificates/872999563.json
-873172703	3	3	3	records/p3/flag-certificates/873172703.json
-873206871	3	3	3	records/p3/flag-certificates/873206871.json
-873229919	3	3	9	records/p3/flag-certificates/873229919.json
-873278152	3	3	3	records/p3/flag-certificates/873278152.json
-873340283	3	3	3	records/p3/flag-certificates/873340283.json
-873376871	3	3	3	records/p3/flag-certificates/873376871.json
-873416148	3	3	3	records/p3/flag-certificates/873416148.json
-873659067	3	3	27	records/p3/flag-certificates/873659067.json
-873759659	3	3	9	records/p3/flag-certificates/873759659.json
-873968104	3	3	3	records/p3/flag-certificates/873968104.json
-874196339	3	3	3	records/p3/flag-certificates/874196339.json
-874223367	3	3	3	records/p3/flag-certificates/874223367.json
-874349812	3	3	3	records/p3/flag-certificates/874349812.json
-874396907	3	3	3	records/p3/flag-certificates/874396907.json
-874451051	3	3	3	records/p3/flag-certificates/874451051.json
-874623112	3	3	3	records/p3/flag-certificates/874623112.json
-874660391	3	3	3	records/p3/flag-certificates/874660391.json
-874884180	3	3	3	records/p3/flag-certificates/874884180.json
-875002187	3	3	3	records/p3/flag-certificates/875002187.json
-875076724	3	3	3	records/p3/flag-certificates/875076724.json
-875107319	3	3	3	records/p3/flag-certificates/875107319.json
-875175771	3	3	3	records/p3/flag-certificates/875175771.json
-875254295	3	3	3	records/p3/flag-certificates/875254295.json
-875264739	3	3	3	records/p3/flag-certificates/875264739.json
-875285924	3	3	3	records/p3/flag-certificates/875285924.json
-875372295	3	3	3	records/p3/flag-certificates/875372295.json
-875484836	3	3	3	records/p3/flag-certificates/875484836.json
-875535767	3	3	3	records/p3/flag-certificates/875535767.json
-875566267	3	3	3	records/p3/flag-certificates/875566267.json
-875625860	3	3	3	records/p3/flag-certificates/875625860.json
-875766939	3	3	3	records/p3/flag-certificates/875766939.json
-875989428	3	3	9	records/p3/flag-certificates/875989428.json
-876234819	3	3	3	records/p3/flag-certificates/876234819.json
-876257944	3	3	3	records/p3/flag-certificates/876257944.json
-876356535	3	3	3	records/p3/flag-certificates/876356535.json
-876701928	3	3	3	records/p3/flag-certificates/876701928.json
-876812907	3	3	3	records/p3/flag-certificates/876812907.json
-876846107	3	3	3	records/p3/flag-certificates/876846107.json
-876878219	3	3	3	records/p3/flag-certificates/876878219.json
-876894168	3	3	3	records/p3/flag-certificates/876894168.json
-876952447	3	3	9	records/p3/flag-certificates/876952447.json
-876972847	3	3	3	records/p3/flag-certificates/876972847.json
-877054031	3	3	3	records/p3/flag-certificates/877054031.json
-877366532	3	3	3	records/p3/flag-certificates/877366532.json
-877490803	3	3	3	records/p3/flag-certificates/877490803.json
-877553547	3	3	3	records/p3/flag-certificates/877553547.json
-877693603	3	3	3	records/p3/flag-certificates/877693603.json
-877733428	3	3	3	records/p3/flag-certificates/877733428.json
-877888664	3	3	3	records/p3/flag-certificates/877888664.json
-878040371	3	3	3	records/p3/flag-certificates/878040371.json
-878137512	3	3	3	records/p3/flag-certificates/878137512.json
-878169991	3	3	3	records/p3/flag-certificates/878169991.json
-878269451	3	3	3	records/p3/flag-certificates/878269451.json
